Predicted_X,Predicted_Y,True_X,True_Y
-5.487478971481323242e-01,5.728020071983337402e-01,-5.015011429786682129e-01,6.543093323707580566e-01
2.748327553272247314e-01,-8.143848776817321777e-01,2.604109942913055420e-01,-7.011049985885620117e-01
-5.542358756065368652e-02,4.976415634155273438e-01,-4.032565280795097351e-02,4.773678183555603027e-01
6.090603023767471313e-02,7.514144778251647949e-01,1.241518408060073853e-01,7.211342453956604004e-01
4.395801946520805359e-02,3.686212003231048584e-02,6.504405736923217773e-01,-6.700561642646789551e-01
4.873296022415161133e-01,-8.335590362548828125e-03,4.954701662063598633e-01,4.934496711939573288e-03
-4.334388375282287598e-01,-4.506952166557312012e-01,-3.811366260051727295e-01,-4.185510277748107910e-01
9.454075247049331665e-02,5.862035155296325684e-01,1.182211861014366150e-01,5.897288322448730469e-01
-3.069762587547302246e-01,-1.852542161941528320e-01,-3.154062628746032715e-01,-2.018041312694549561e-01
4.218450486660003662e-01,1.894697733223438263e-02,4.457772076129913330e-01,6.081824749708175659e-02
-6.881047487258911133e-01,-2.830085754394531250e-01,-6.389515995979309082e-01,-3.062169849872589111e-01
-6.028383374214172363e-01,4.564030766487121582e-01,-6.048988103866577148e-01,5.125448107719421387e-01
-4.332357347011566162e-01,2.352000772953033447e-01,-4.868144690990447998e-01,2.029551267623901367e-01
-2.856055498123168945e-01,7.784183025360107422e-01,-2.534768283367156982e-01,7.451287508010864258e-01
-4.986147582530975342e-01,-7.302697002887725830e-02,-4.638395905494689941e-01,-4.214574396610260010e-02
-1.092564091086387634e-01,-7.679089903831481934e-01,-1.376741230487823486e-01,-7.076833844184875488e-01
5.081078410148620605e-02,9.516761302947998047e-01,6.234659999608993530e-02,9.859408140182495117e-01
6.331568956375122070e-01,5.765906572341918945e-01,6.658878922462463379e-01,5.811814665794372559e-01
8.846380710601806641e-01,-2.534873187541961670e-01,9.238179326057434082e-01,-1.907543838024139404e-01
-1.512050628662109375e-01,-3.330207169055938721e-01,-1.752812862396240234e-01,-2.285397052764892578e-01
-6.270980089902877808e-02,-3.170972764492034912e-01,-5.766328051686286926e-02,-2.598522007465362549e-01
4.785224497318267822e-01,4.761041700839996338e-02,4.845304191112518311e-01,4.533512145280838013e-02
-7.875583171844482422e-01,-2.601275742053985596e-01,-7.552179694175720215e-01,-2.002258002758026123e-01
5.625736117362976074e-01,-4.374744594097137451e-01,4.955206513404846191e-01,-4.010568559169769287e-01
2.988306581974029541e-01,-4.670646414160728455e-02,2.707206308841705322e-01,-4.400607198476791382e-02
3.363591432571411133e-01,1.739615201950073242e-01,3.808628022670745850e-01,1.624804139137268066e-01
1.927156448364257812e-01,-9.771187305450439453e-01,1.827664822340011597e-01,-9.113767743110656738e-01
-3.181763589382171631e-01,-9.127233177423477173e-03,-2.827718853950500488e-01,2.129688858985900879e-02
4.928546547889709473e-01,-3.204798698425292969e-01,4.853291511535644531e-01,-3.176940679550170898e-01
-5.977395772933959961e-01,2.595911324024200439e-01,-6.528139710426330566e-01,3.075439333915710449e-01
2.371090501546859741e-01,3.455357253551483154e-01,2.656850814819335938e-01,3.715511858463287354e-01
2.532353103160858154e-01,-5.456427335739135742e-01,2.426323592662811279e-01,-5.560565590858459473e-01
5.227437615394592285e-01,-5.205752849578857422e-01,4.298987090587615967e-01,-5.182842612266540527e-01
-7.012003660202026367e-01,7.639279961585998535e-02,-6.547876000404357910e-01,9.954150766134262085e-02
4.375956058502197266e-01,8.258888721466064453e-01,4.535972177982330322e-01,8.810263276100158691e-01
4.328584074974060059e-01,7.875186204910278320e-01,5.349925756454467773e-01,8.145883083343505859e-01
-8.474434614181518555e-01,-4.169288873672485352e-01,-8.234390616416931152e-01,-3.422518968582153320e-01
-2.428258359432220459e-01,-2.199816107749938965e-01,-1.638687103986740112e-01,-2.478663772344589233e-01
-3.055436313152313232e-01,2.062769047915935516e-02,-2.991119623184204102e-01,2.761775441467761993e-02
-5.828338861465454102e-01,-1.102341711521148682e-01,-5.858593583106994629e-01,-1.496806591749191284e-01
1.259277462959289551e-01,3.848053216934204102e-01,2.063966691493988037e-01,3.934784531593322754e-01
-5.278230905532836914e-01,4.887123703956604004e-01,-4.732774198055267334e-01,5.042029023170471191e-01
-9.643307328224182129e-01,1.391668021678924561e-01,-9.372077584266662598e-01,1.606188565492630005e-01
2.941320538520812988e-01,1.265819668769836426e-01,3.170900642871856689e-01,1.230400949716567993e-01
-6.119995117187500000e-01,-4.224210679531097412e-01,-6.077003479003906250e-01,-4.014999568462371826e-01
-1.702368557453155518e-01,2.682165205478668213e-01,-1.301661133766174316e-01,3.337298333644866943e-01
6.525564938783645630e-02,-8.013249039649963379e-01,-8.613077923655509949e-03,-7.543819546699523926e-01
-1.085320040583610535e-01,-8.827049136161804199e-01,-1.215204522013664246e-01,-8.252808451652526855e-01
1.453235894441604614e-01,-5.764670968055725098e-01,7.324226200580596924e-02,-5.606837272644042969e-01
-2.091025859117507935e-01,-3.746855556964874268e-01,-2.080005407333374023e-01,-4.017422497272491455e-01
-8.954901099205017090e-01,-2.227775752544403076e-01,-9.193084836006164551e-01,-9.314606338739395142e-02
-3.274799883365631104e-01,4.509001672267913818e-01,-3.147902786731719971e-01,4.253581166267395020e-01
-3.155522346496582031e-01,-2.260759472846984863e-01,-2.706236541271209717e-01,-2.337424904108047485e-01
-6.571862846612930298e-02,-7.528061866760253906e-01,-2.047829143702983856e-02,-6.671010851860046387e-01
-6.799736022949218750e-01,-1.228227019309997559e-01,-6.810690760612487793e-01,-1.687247157096862793e-01
6.556351780891418457e-01,-4.152557849884033203e-01,6.219012737274169922e-01,-3.730640709400177002e-01
3.164256811141967773e-01,1.963766366243362427e-01,3.587104082107543945e-01,2.530010938644409180e-01
1.870323121547698975e-01,-4.261603653430938721e-01,1.845569461584091187e-01,-3.024307489395141602e-01
6.289173960685729980e-01,7.489689588546752930e-01,6.578107476234436035e-01,7.454337477684020996e-01
-2.842182517051696777e-01,5.390942096710205078e-01,-2.590263485908508301e-01,5.583985447883605957e-01
-4.133228063583374023e-01,4.594466388225555420e-01,-3.438243865966796875e-01,4.470771551132202148e-01
5.687351822853088379e-01,-5.722002983093261719e-01,5.218182206153869629e-01,-5.793798565864562988e-01
-6.857100129127502441e-01,-6.255137920379638672e-01,-6.590221524238586426e-01,-6.252367496490478516e-01
4.363869428634643555e-01,-4.782326221466064453e-01,4.381405115127563477e-01,-5.343291163444519043e-01
2.042210400104522705e-01,-5.012034177780151367e-01,1.969048231840133667e-01,-5.053779482841491699e-01
3.174008429050445557e-02,4.503297209739685059e-01,1.257950067520141602e-01,4.406943917274475098e-01
-5.036048293113708496e-01,-5.935348197817802429e-02,-4.341601729393005371e-01,-9.890384972095489502e-02
-9.563881754875183105e-01,3.019826412200927734e-01,-9.433673024177551270e-01,3.165053427219390869e-01
1.927415430545806885e-01,-2.710868120193481445e-01,1.962293237447738647e-01,-2.798692286014556885e-01
4.395801946520805359e-02,3.686212003231048584e-02,-9.166026115417480469e-01,6.963919103145599365e-02
-5.165048241615295410e-01,-3.069743216037750244e-01,-4.936152696609497070e-01,-2.485348135232925415e-01
-2.035755515098571777e-01,9.638348221778869629e-01,-1.883514076471328735e-01,9.610877037048339844e-01
-3.628790974617004395e-01,1.126722693443298340e-01,-4.112454652786254883e-01,1.542711108922958374e-01
5.571361184120178223e-01,-3.443625867366790771e-01,8.421406149864196777e-01,-5.329984426498413086e-01
3.074192106723785400e-01,6.571931838989257812e-01,3.217822909355163574e-01,7.253718972206115723e-01
5.382677912712097168e-02,4.224307239055633545e-01,4.330683872103691101e-02,4.337460696697235107e-01
7.028850317001342773e-01,-6.125044226646423340e-01,7.260169386863708496e-01,-6.239786148071289062e-01
-3.486813604831695557e-01,7.230429053306579590e-01,-2.926423549652099609e-01,7.726320028305053711e-01
3.384159803390502930e-01,-2.987257540225982666e-01,3.070443570613861084e-01,-3.238206207752227783e-01
3.690547645092010498e-01,-5.140309929847717285e-01,3.825188279151916504e-01,-5.245283842086791992e-01
6.848176121711730957e-01,5.109155774116516113e-01,7.788546085357666016e-01,5.328884720802307129e-01
-1.158391870558261871e-02,3.135675787925720215e-01,-4.768585413694381714e-02,3.663997948169708252e-01
-7.597295641899108887e-01,3.123624324798583984e-01,-7.390749454498291016e-01,2.736257016658782959e-01
4.395801946520805359e-02,3.686212003231048584e-02,-1.790817826986312866e-01,-8.054763078689575195e-01
-1.333947330713272095e-01,3.853941559791564941e-01,-1.067476198077201843e-01,4.258049726486206055e-01
1.722322106361389160e-01,-9.376086592674255371e-01,1.178464442491531372e-01,-9.142726659774780273e-01
3.910354375839233398e-01,7.880100607872009277e-01,4.632990658283233643e-01,7.330898046493530273e-01
1.872649937868118286e-01,7.568704485893249512e-01,1.766833961009979248e-01,8.149577975273132324e-01
-9.087972044944763184e-01,-2.406641840934753418e-01,-8.732660412788391113e-01,-2.501032650470733643e-01
4.084750711917877197e-01,8.347789049148559570e-01,4.558855593204498291e-01,7.981022596359252930e-01
-1.122095659375190735e-01,4.564659297466278076e-01,-1.875757724046707153e-01,4.564015865325927734e-01
-2.504950389266014099e-03,-3.658547103404998779e-01,5.155655089765787125e-03,-3.325229287147521973e-01
-2.489098012447357178e-01,5.439875125885009766e-01,-2.140871882438659668e-01,6.034376025199890137e-01
-3.641355633735656738e-01,2.208669930696487427e-01,-3.464781939983367920e-01,2.389564961194992065e-01
-1.652987450361251831e-01,-3.195342123508453369e-01,-1.170700341463088989e-01,-3.187265396118164062e-01
-4.719636440277099609e-01,2.966661751270294189e-01,-3.403465449810028076e-01,5.250524282455444336e-01
-2.246467769145965576e-01,3.780437111854553223e-01,-1.867681592702865601e-01,3.462632894515991211e-01
2.427101731300354004e-01,1.768122464418411255e-01,3.237201273441314697e-01,1.703858524560928345e-01
1.920266747474670410e-01,-2.671281695365905762e-01,1.615232229232788086e-01,-2.525063157081604004e-01
6.878675818443298340e-01,-5.159223675727844238e-01,6.977229118347167969e-01,-4.844061732292175293e-01
4.067488759756088257e-02,2.931350767612457275e-01,8.218261599540710449e-02,2.738963067531585693e-01
9.325381517410278320e-01,1.733717322349548340e-02,9.301241040229797363e-01,9.015270508825778961e-03
8.709008097648620605e-01,1.949651688337326050e-01,9.151692390441894531e-01,2.199919968843460083e-01
-7.309096455574035645e-01,-6.147631406784057617e-01,-7.079917192459106445e-01,-6.070551276206970215e-01
-1.860910356044769287e-01,2.405975759029388428e-01,-1.485967189073562622e-01,2.192624062299728394e-01
2.614325284957885742e-01,-2.128408849239349365e-01,2.931168675422668457e-01,-2.077922672033309937e-01
6.849956512451171875e-01,-5.151869058609008789e-01,7.002388238906860352e-01,-4.531999528408050537e-01
2.541549503803253174e-01,4.239261150360107422e-01,2.313028126955032349e-01,3.748813271522521973e-01
3.768375217914581299e-01,4.428539276123046875e-01,4.480270743370056152e-01,4.763326346874237061e-01
6.278939843177795410e-01,-3.416157066822052002e-01,6.439961194992065430e-01,-2.974624931812286377e-01
6.762964129447937012e-01,6.356813311576843262e-01,6.912425160408020020e-01,6.635798811912536621e-01
-1.580587029457092285e-01,8.437876105308532715e-01,-1.578914225101470947e-01,9.146986007690429688e-01
6.349548101425170898e-01,6.088410615921020508e-01,6.474158167839050293e-01,6.136162877082824707e-01
-2.702153027057647705e-01,-2.406875789165496826e-01,-1.946817636489868164e-01,-2.341594845056533813e-01
-7.904086709022521973e-01,-3.565483391284942627e-01,-7.425146102905273438e-01,-3.322970867156982422e-01
2.875628769397735596e-01,6.362382173538208008e-01,3.192811310291290283e-01,6.713748574256896973e-01
-2.065795511007308960e-01,-4.773714542388916016e-01,-1.776092499494552612e-01,-4.676308035850524902e-01
4.910626411437988281e-01,-3.848684728145599365e-01,4.983082711696624756e-01,-3.565941452980041504e-01
7.194263339042663574e-01,-3.007842600345611572e-01,7.036014795303344727e-01,-1.999026834964752197e-01
-7.382239401340484619e-02,5.547689199447631836e-01,-2.825826033949851990e-02,6.424136161804199219e-01
5.339513421058654785e-01,-2.535363659262657166e-02,5.342866778373718262e-01,1.162948901765048504e-03
-3.330761194229125977e-01,-5.673988461494445801e-01,-3.119204938411712646e-01,-6.205813884735107422e-01
-1.986335813999176025e-01,-9.650079011917114258e-01,-2.005629986524581909e-01,-9.075738191604614258e-01
3.536390662193298340e-01,-3.928993940353393555e-01,3.283893465995788574e-01,-3.461989164352416992e-01
-9.571568965911865234e-01,1.329342722892761230e-01,-8.953635692596435547e-01,1.150600761175155640e-01
-2.964304089546203613e-01,3.376009464263916016e-01,-2.924176454544067383e-01,3.013778328895568848e-01
3.138881921768188477e-01,-5.973390862345695496e-02,2.981403470039367676e-01,-1.109403907321393490e-03
-1.642193496227264404e-01,5.825309753417968750e-01,-1.610289663076400757e-01,8.365347981452941895e-01
1.779199391603469849e-01,4.873917102813720703e-01,1.833284348249435425e-01,4.675260782241821289e-01
8.540764451026916504e-03,5.881532430648803711e-01,1.063489019870758057e-01,5.971690416336059570e-01
1.326823383569717407e-01,-3.851414024829864502e-01,7.498645782470703125e-02,-3.424758911132812500e-01
8.372900485992431641e-01,-3.261786103248596191e-01,8.336707353591918945e-01,-3.156535923480987549e-01
3.679475188255310059e-01,-2.676581740379333496e-01,3.604149222373962402e-01,-1.994665265083312988e-01
-2.430849373340606689e-01,4.030623733997344971e-01,-1.926549524068832397e-01,3.353323340415954590e-01
1.268202960491180420e-01,-8.542831540107727051e-01,1.066588014364242554e-01,-7.746095061302185059e-01
1.748578250408172607e-02,5.691784620285034180e-01,3.455964475870132446e-02,5.907840728759765625e-01
-3.314530253410339355e-01,-6.035003662109375000e-01,-3.161776959896087646e-01,-4.972333610057830811e-01
-1.398866996169090271e-03,-9.541466236114501953e-01,4.296155646443367004e-02,-8.031184077262878418e-01
-7.385522127151489258e-02,8.703312873840332031e-01,3.032466024160385132e-02,8.682808279991149902e-01
4.395801946520805359e-02,3.686212003231048584e-02,-1.473573893308639526e-01,-4.678889513015747070e-01
-9.822246432304382324e-01,-1.797995269298553467e-01,-9.925721287727355957e-01,-1.698068231344223022e-01
-9.235207438468933105e-01,-3.004744276404380798e-02,-8.722171783447265625e-01,-9.559839963912963867e-03
2.074714750051498413e-02,9.194735884666442871e-01,5.807797238230705261e-02,8.981302976608276367e-01
5.766885727643966675e-02,5.540044307708740234e-01,1.246065720915794373e-01,5.517753362655639648e-01
-6.999064236879348755e-02,-3.708444535732269287e-01,-4.704500734806060791e-02,-3.192175328731536865e-01
2.087398916482925415e-01,-4.344940483570098877e-01,2.032974213361740112e-01,-3.861568868160247803e-01
-2.335005104541778564e-01,7.041192054748535156e-01,-1.653013974428176880e-01,8.553262948989868164e-01
5.155670046806335449e-01,-2.212859690189361572e-01,5.134012699127197266e-01,-1.726079136133193970e-01
3.264370560646057129e-01,-5.036467313766479492e-01,3.225882947444915771e-01,-4.299992024898529053e-01
-2.054610401391983032e-01,5.539414286613464355e-01,-1.867859661579132080e-01,5.984936356544494629e-01
-8.979080319404602051e-01,-1.851519495248794556e-01,-8.921321034431457520e-01,-1.943453848361968994e-01
5.410110950469970703e-01,-2.885529994964599609e-01,5.464105606079101562e-01,-2.778185904026031494e-01
3.428481221199035645e-01,-8.548709154129028320e-01,3.520491719245910645e-01,-8.108319044113159180e-01
-3.243860304355621338e-01,-5.454173684120178223e-01,-2.933787703514099121e-01,-4.561711549758911133e-01
-8.796695470809936523e-01,2.399021014571189880e-02,-7.632308602333068848e-01,3.369924798607826233e-02
3.469660133123397827e-02,-4.690471291542053223e-01,3.802061453461647034e-02,-4.744567871093750000e-01
-1.344462931156158447e-01,-4.045570492744445801e-01,-1.403120160102844238e-01,-3.885074853897094727e-01
5.293105244636535645e-01,-7.872720360755920410e-01,5.175891518592834473e-01,-7.553711533546447754e-01
2.356558889150619507e-01,4.809555411338806152e-01,2.348925322294235229e-01,5.640634894371032715e-01
9.466524124145507812e-01,2.634598612785339355e-01,9.157819747924804688e-01,3.140359222888946533e-01
-6.856622695922851562e-01,1.952331662178039551e-01,-5.946940779685974121e-01,1.651089787483215332e-01
-5.685576200485229492e-01,-5.747338533401489258e-01,-7.720953822135925293e-01,-5.876871943473815918e-01
-2.719520628452301025e-01,-6.056074500083923340e-01,-2.594989836215972900e-01,-5.254184007644653320e-01
3.042459189891815186e-01,2.907660007476806641e-01,4.074037671089172363e-01,3.140721321105957031e-01
-8.802756667137145996e-01,-1.615396887063980103e-02,-8.024845123291015625e-01,-7.843253761529922485e-02
-1.453093253076076508e-02,3.358421027660369873e-01,2.875554561614990234e-02,3.055458366870880127e-01
-2.296142578125000000e-01,3.374392986297607422e-01,-2.243301272392272949e-01,3.615396022796630859e-01
-1.335327923297882080e-01,7.999476194381713867e-01,-1.490949094295501709e-01,7.958751916885375977e-01
-1.875166594982147217e-01,3.748654127120971680e-01,-1.928850263357162476e-01,3.843036890029907227e-01
1.322412192821502686e-01,-4.749263525009155273e-01,1.851529926061630249e-01,-4.468762874603271484e-01
-2.776313722133636475e-01,-5.125812292098999023e-01,-2.137168347835540771e-01,-4.591768085956573486e-01
-1.958449333906173706e-01,5.393421649932861328e-01,-2.010279446840286255e-01,5.859588980674743652e-01
-2.757377028465270996e-01,-1.895608156919479370e-01,-2.728230059146881104e-01,-1.560061126947402954e-01
-8.885999321937561035e-01,2.859174907207489014e-01,-9.213225245475769043e-01,3.290189802646636963e-01
-2.962385714054107666e-01,-8.228443562984466553e-02,-1.205763965845108032e-01,-2.884569764137268066e-01
2.063208818435668945e-01,-5.692342519760131836e-01,1.796999871730804443e-01,-5.695809721946716309e-01
3.014563620090484619e-01,-2.222627699375152588e-01,2.730813920497894287e-01,-2.160452157258987427e-01
3.499767780303955078e-01,4.506923556327819824e-01,3.566759526729583740e-01,4.938581585884094238e-01
6.344358921051025391e-01,3.818721473217010498e-01,6.686764359474182129e-01,3.711282014846801758e-01
4.395801946520805359e-02,3.686212003231048584e-02,8.279480338096618652e-01,-1.133180037140846252e-01
-2.457726001739501953e-01,5.227252840995788574e-01,-2.485829889774322510e-01,5.452662706375122070e-01
-7.181468605995178223e-01,-2.810734510421752930e-01,-7.080177664756774902e-01,-2.275288999080657959e-01
5.115005373954772949e-01,-8.508268594741821289e-01,4.913097321987152100e-01,-7.884238362312316895e-01
6.770253181457519531e-01,-3.564090132713317871e-01,6.978770494461059570e-01,-3.290417194366455078e-01
-1.986143738031387329e-01,-8.754141926765441895e-01,-1.947284787893295288e-01,-7.967807650566101074e-01
-8.424696326255798340e-01,-2.970100939273834229e-01,-7.876437306404113770e-01,-2.053938060998916626e-01
2.890593186020851135e-02,6.282832622528076172e-01,8.973722159862518311e-02,6.351531147956848145e-01
4.960866644978523254e-02,-6.327511668205261230e-01,3.231426328420639038e-02,-6.189510822296142578e-01
7.313824892044067383e-01,-8.996321260929107666e-02,7.460775375366210938e-01,-2.644336223602294922e-02
4.164019823074340820e-01,1.458152681589126587e-01,4.815331697463989258e-01,1.542187184095382690e-01
-4.593880474567413330e-01,-7.021073102951049805e-01,-4.618820250034332275e-01,-7.087103128433227539e-01
1.541042178869247437e-01,-7.972617745399475098e-01,1.762937605381011963e-01,-7.568805813789367676e-01
5.152543783187866211e-01,-5.640416964888572693e-02,5.265762209892272949e-01,-6.245419010519981384e-02
-7.350369095802307129e-01,-3.543188869953155518e-01,-6.478563547134399414e-01,-3.605442643165588379e-01
-2.871439456939697266e-01,1.914776563644409180e-01,-1.822316646575927734e-01,1.890897005796432495e-01
-7.318984270095825195e-01,-4.500285685062408447e-01,-7.060893177986145020e-01,-4.561890959739685059e-01
-5.390764772891998291e-02,-3.260952830314636230e-01,-2.281877584755420685e-02,-2.914519608020782471e-01
1.883964985609054565e-01,2.243765592575073242e-01,2.446025162935256958e-01,2.609307765960693359e-01
-1.915289908647537231e-01,3.844715654850006104e-01,-1.569595187902450562e-01,4.079050421714782715e-01
8.612700551748275757e-02,8.438781499862670898e-01,1.895696967840194702e-01,8.456204533576965332e-01
-3.335512876510620117e-01,9.571886807680130005e-02,-3.642502129077911377e-01,1.233006045222282410e-01
-1.197501346468925476e-01,6.088913083076477051e-01,-3.103921748697757721e-02,5.952451825141906738e-01
4.066285490989685059e-01,2.393595874309539795e-03,3.645017445087432861e-01,-8.351994305849075317e-02
-5.453624129295349121e-01,-1.292764246463775635e-01,-5.253622531890869141e-01,-9.163884073495864868e-02
3.597259223461151123e-01,-2.340927422046661377e-01,3.117237985134124756e-01,-2.070313394069671631e-01
-2.260654866695404053e-01,-2.414981126785278320e-01,-1.710192263126373291e-01,-2.144692540168762207e-01
2.283761650323867798e-01,-4.538507461547851562e-01,1.975458711385726929e-01,-4.123844504356384277e-01
7.610556483268737793e-01,-2.665113508701324463e-01,7.599573731422424316e-01,-1.739089936017990112e-01
1.135977208614349365e-01,-7.495872378349304199e-01,8.978363126516342163e-02,-7.053701281547546387e-01
